,File Path,Label,Frame Count,Width,Height,Codec,File Size(MB)
0,FaceSwap/000_003.mp4,FAKE,303,640,480,h264,0.69
1,FaceSwap/001_870.mp4,FAKE,460,1280,720,h264,2.77
2,FaceSwap/002_006.mp4,FAKE,310,1280,720,h264,0.96
3,FaceSwap/003_000.mp4,FAKE,303,640,480,h264,0.62
4,FaceSwap/004_982.mp4,FAKE,309,1280,720,h264,1.21
5,FaceSwap/005_010.mp4,FAKE,385,720,480,h264,1.55
6,FaceSwap/006_002.mp4,FAKE,310,1280,720,h264,0.89
7,FaceSwap/007_132.mp4,FAKE,413,600,480,h264,0.83
8,FaceSwap/008_990.mp4,FAKE,305,640,480,h264,0.51
9,FaceSwap/009_027.mp4,FAKE,315,640,480,h264,0.44
10,FaceSwap/010_005.mp4,FAKE,385,640,480,h264,1.17
11,FaceSwap/011_805.mp4,FAKE,411,1280,720,h264,2.22
12,FaceSwap/012_026.mp4,FAKE,322,640,480,h264,0.63
13,FaceSwap/013_883.mp4,FAKE,332,640,480,h264,0.64
14,FaceSwap/014_790.mp4,FAKE,676,640,480,h264,3.3
15,FaceSwap/015_919.mp4,FAKE,437,640,480,h264,0.85
16,FaceSwap/016_209.mp4,FAKE,337,640,480,h264,0.8
17,FaceSwap/017_803.mp4,FAKE,297,1280,720,h264,1.44
18,FaceSwap/018_019.mp4,FAKE,432,640,480,h264,0.44
19,FaceSwap/019_018.mp4,FAKE,432,640,480,h264,0.71
20,FaceSwap/020_344.mp4,FAKE,390,1280,720,h264,1.69
21,FaceSwap/021_312.mp4,FAKE,428,654,480,h264,0.52
22,FaceSwap/022_489.mp4,FAKE,325,1280,720,h264,1.18
23,FaceSwap/023_923.mp4,FAKE,553,640,480,h264,1.78
24,FaceSwap/024_073.mp4,FAKE,306,640,480,h264,0.54
25,FaceSwap/025_067.mp4,FAKE,538,1440,1080,h264,2.46
26,FaceSwap/026_012.mp4,FAKE,322,640,480,h264,0.5
27,FaceSwap/027_009.mp4,FAKE,315,640,480,h264,0.85
28,FaceSwap/028_068.mp4,FAKE,401,848,480,h264,0.8
29,FaceSwap/029_048.mp4,FAKE,416,586,480,h264,0.55
30,FaceSwap/030_193.mp4,FAKE,297,1920,1080,h264,3.58
31,FaceSwap/031_163.mp4,FAKE,304,1280,720,h264,0.98
32,FaceSwap/032_944.mp4,FAKE,310,1280,720,h264,1.66
33,FaceSwap/033_097.mp4,FAKE,478,854,480,h264,1.11
34,FaceSwap/034_590.mp4,FAKE,407,960,720,h264,1.19
35,FaceSwap/035_036.mp4,FAKE,337,640,480,h264,0.46
36,FaceSwap/036_035.mp4,FAKE,337,640,480,h264,0.93
37,FaceSwap/037_072.mp4,FAKE,311,656,480,h264,0.57
38,FaceSwap/038_125.mp4,FAKE,305,854,480,h264,0.57
39,FaceSwap/039_058.mp4,FAKE,609,654,480,h264,1.05
40,FaceSwap/040_997.mp4,FAKE,438,1280,720,h264,2.46
41,FaceSwap/041_063.mp4,FAKE,349,656,480,h264,0.7
42,FaceSwap/042_084.mp4,FAKE,338,640,480,h264,0.95
43,FaceSwap/043_110.mp4,FAKE,495,1280,720,h264,1.6
44,FaceSwap/044_945.mp4,FAKE,335,1280,720,h264,1.77
45,FaceSwap/045_889.mp4,FAKE,329,1920,1080,h264,4.47
46,FaceSwap/046_904.mp4,FAKE,359,1280,720,h264,1.58
47,FaceSwap/047_862.mp4,FAKE,319,854,480,h264,0.53
48,FaceSwap/048_029.mp4,FAKE,416,640,480,h264,1.03
49,FaceSwap/049_946.mp4,FAKE,360,640,480,h264,0.48
50,FaceSwap/050_059.mp4,FAKE,530,640,480,h264,0.65
51,FaceSwap/051_332.mp4,FAKE,695,1280,720,h264,2.52
52,FaceSwap/052_108.mp4,FAKE,300,1920,1080,h264,2.76
53,FaceSwap/053_095.mp4,FAKE,417,656,480,h264,0.62
54,FaceSwap/054_071.mp4,FAKE,368,640,480,h264,0.7
55,FaceSwap/055_147.mp4,FAKE,394,640,480,h264,0.62
56,FaceSwap/056_996.mp4,FAKE,312,1280,720,h264,0.99
57,FaceSwap/057_070.mp4,FAKE,367,656,480,h264,1.1
58,FaceSwap/058_039.mp4,FAKE,609,720,480,h264,1.1
59,FaceSwap/059_050.mp4,FAKE,530,640,480,h264,1.14
60,FaceSwap/060_088.mp4,FAKE,665,600,480,h264,3.14
61,FaceSwap/061_080.mp4,FAKE,337,654,480,h264,0.7
62,FaceSwap/062_066.mp4,FAKE,423,640,480,h264,0.67
63,FaceSwap/063_041.mp4,FAKE,349,640,480,h264,0.78
64,FaceSwap/064_991.mp4,FAKE,402,640,480,h264,0.87
65,FaceSwap/065_089.mp4,FAKE,442,1280,720,h264,3.29
66,FaceSwap/066_062.mp4,FAKE,423,720,480,h264,1.46
67,FaceSwap/067_025.mp4,FAKE,538,1280,720,h264,2.11
68,FaceSwap/068_028.mp4,FAKE,401,640,480,h264,0.75
69,FaceSwap/069_961.mp4,FAKE,323,1280,720,h264,1.68
70,FaceSwap/070_057.mp4,FAKE,367,640,480,h264,0.84
71,FaceSwap/071_054.mp4,FAKE,368,654,480,h264,1.14
72,FaceSwap/072_037.mp4,FAKE,311,656,480,h264,0.87
73,FaceSwap/073_024.mp4,FAKE,306,1280,720,h264,1.27
74,FaceSwap/074_825.mp4,FAKE,345,1920,1080,h264,2.91
75,FaceSwap/075_977.mp4,FAKE,613,1280,720,h264,2.94
76,FaceSwap/076_079.mp4,FAKE,329,1280,720,h264,1.31
77,FaceSwap/077_100.mp4,FAKE,423,640,480,h264,0.61
78,FaceSwap/078_955.mp4,FAKE,523,1280,720,h264,2.06
79,FaceSwap/079_076.mp4,FAKE,329,1280,720,h264,1.25
80,FaceSwap/080_061.mp4,FAKE,337,656,480,h264,0.46
81,FaceSwap/081_087.mp4,FAKE,309,600,480,h264,0.64
82,FaceSwap/082_103.mp4,FAKE,316,640,480,h264,0.63
83,FaceSwap/083_213.mp4,FAKE,378,1920,1080,h264,3.53
84,FaceSwap/084_042.mp4,FAKE,338,1920,1080,h264,5.05
85,FaceSwap/085_124.mp4,FAKE,318,640,480,h264,1.75
86,FaceSwap/086_090.mp4,FAKE,687,1280,720,h264,2.1
87,FaceSwap/087_081.mp4,FAKE,309,640,480,h264,0.41
88,FaceSwap/088_060.mp4,FAKE,665,640,480,h264,2.13
89,FaceSwap/089_065.mp4,FAKE,442,1280,720,h264,1.85
90,FaceSwap/090_086.mp4,FAKE,687,1280,720,h264,4.48
91,FaceSwap/091_116.mp4,FAKE,327,658,480,h264,0.75
92,FaceSwap/092_098.mp4,FAKE,299,720,480,h264,0.66
93,FaceSwap/093_121.mp4,FAKE,308,1280,720,h264,2.24
94,FaceSwap/094_111.mp4,FAKE,433,1280,720,h264,1.87
95,FaceSwap/095_053.mp4,FAKE,417,640,480,h264,0.92
96,FaceSwap/096_101.mp4,FAKE,504,1920,1080,h264,5.11
97,FaceSwap/097_033.mp4,FAKE,478,640,480,h264,1.02
98,FaceSwap/098_092.mp4,FAKE,299,656,480,h264,0.41
99,FaceSwap/099_295.mp4,FAKE,411,1920,1080,h264,6.67
100,FaceSwap/100_077.mp4,FAKE,423,640,480,h264,0.89
101,FaceSwap/101_096.mp4,FAKE,504,854,480,h264,1.08
102,FaceSwap/102_114.mp4,FAKE,389,720,480,h264,0.97
103,FaceSwap/103_082.mp4,FAKE,316,656,480,h264,0.93
104,FaceSwap/104_126.mp4,FAKE,328,640,480,h264,0.87
105,FaceSwap/105_180.mp4,FAKE,300,640,480,h264,1.09
106,FaceSwap/106_198.mp4,FAKE,356,854,480,h264,0.47
107,FaceSwap/107_109.mp4,FAKE,298,640,480,h264,0.58
108,FaceSwap/108_052.mp4,FAKE,300,1440,1080,h264,3.56
109,FaceSwap/109_107.mp4,FAKE,298,640,480,h264,0.99
110,FaceSwap/110_043.mp4,FAKE,495,960,720,h264,1.05
111,FaceSwap/111_094.mp4,FAKE,433,640,480,h264,0.91
112,FaceSwap/112_892.mp4,FAKE,311,1920,1080,h264,4.3
113,FaceSwap/113_983.mp4,FAKE,406,1280,720,h264,1.86
114,FaceSwap/114_102.mp4,FAKE,389,640,480,h264,0.83
115,FaceSwap/115_939.mp4,FAKE,320,1280,720,h264,1.33
116,FaceSwap/116_091.mp4,FAKE,327,640,480,h264,0.67
117,FaceSwap/117_217.mp4,FAKE,548,1280,720,h264,3.85
118,FaceSwap/118_120.mp4,FAKE,352,852,480,h264,1.02
119,FaceSwap/119_123.mp4,FAKE,502,640,480,h264,0.86
120,FaceSwap/120_118.mp4,FAKE,352,640,480,h264,0.99
121,FaceSwap/121_093.mp4,FAKE,308,1920,1080,h264,2.27
122,FaceSwap/122_144.mp4,FAKE,309,1264,720,h264,1.55
123,FaceSwap/123_119.mp4,FAKE,502,640,480,h264,1.17
124,FaceSwap/124_085.mp4,FAKE,318,600,480,h264,0.73
125,FaceSwap/125_038.mp4,FAKE,305,1280,720,h264,1.48
126,FaceSwap/126_104.mp4,FAKE,328,640,480,h264,0.7
127,FaceSwap/127_129.mp4,FAKE,330,1280,720,h264,1.3
128,FaceSwap/128_896.mp4,FAKE,531,640,480,h264,0.93
129,FaceSwap/129_127.mp4,FAKE,330,1280,720,h264,1.65
130,FaceSwap/130_139.mp4,FAKE,378,656,480,h264,1.28
131,FaceSwap/131_518.mp4,FAKE,295,600,480,h264,0.49
132,FaceSwap/132_007.mp4,FAKE,413,640,480,h264,0.42
133,FaceSwap/133_148.mp4,FAKE,475,720,480,h264,0.68
134,FaceSwap/134_192.mp4,FAKE,287,1280,720,h264,1.72
135,FaceSwap/135_880.mp4,FAKE,327,1280,720,h264,1.2
136,FaceSwap/136_285.mp4,FAKE,383,1280,720,h264,2.32
137,FaceSwap/137_165.mp4,FAKE,387,720,480,h264,1.4
138,FaceSwap/138_142.mp4,FAKE,410,600,480,h264,0.47
139,FaceSwap/139_130.mp4,FAKE,378,600,480,h264,0.57
140,FaceSwap/140_143.mp4,FAKE,414,640,480,h264,1.92
141,FaceSwap/141_161.mp4,FAKE,369,854,480,h264,0.87
142,FaceSwap/142_138.mp4,FAKE,410,600,480,h264,0.59
143,FaceSwap/143_140.mp4,FAKE,414,640,480,h264,0.7
144,FaceSwap/144_122.mp4,FAKE,309,1280,720,h264,1.0
145,FaceSwap/145_299.mp4,FAKE,314,600,480,h264,0.41
146,FaceSwap/146_256.mp4,FAKE,546,1280,720,h264,3.56
147,FaceSwap/147_055.mp4,FAKE,394,600,480,h264,0.79
148,FaceSwap/148_133.mp4,FAKE,475,640,480,h264,0.78
149,FaceSwap/149_152.mp4,FAKE,313,854,480,h264,0.78
150,FaceSwap/150_153.mp4,FAKE,456,854,480,h264,0.62
151,FaceSwap/151_225.mp4,FAKE,304,1280,720,h264,1.89
152,FaceSwap/152_149.mp4,FAKE,313,656,480,h264,0.68
153,FaceSwap/153_150.mp4,FAKE,456,640,480,h264,1.27
154,FaceSwap/154_386.mp4,FAKE,449,1280,720,h264,2.15
155,FaceSwap/155_576.mp4,FAKE,461,854,480,h264,1.18
156,FaceSwap/156_243.mp4,FAKE,387,640,480,h264,0.82
157,FaceSwap/157_245.mp4,FAKE,334,656,480,h264,0.58
158,FaceSwap/158_379.mp4,FAKE,341,640,480,h264,0.64
159,FaceSwap/159_175.mp4,FAKE,325,600,480,h264,0.92
160,FaceSwap/160_928.mp4,FAKE,376,1280,720,h264,1.62
161,FaceSwap/161_141.mp4,FAKE,369,640,480,h264,0.65
162,FaceSwap/162_330.mp4,FAKE,407,1280,720,h264,1.75
163,FaceSwap/163_031.mp4,FAKE,304,1280,720,h264,0.87
164,FaceSwap/164_216.mp4,FAKE,476,854,480,h264,1.24
165,FaceSwap/165_137.mp4,FAKE,387,656,480,h264,0.71
166,FaceSwap/166_167.mp4,FAKE,341,640,480,h264,0.57
167,FaceSwap/167_166.mp4,FAKE,341,854,480,h264,0.87
168,FaceSwap/168_222.mp4,FAKE,407,640,480,h264,0.57
169,FaceSwap/169_227.mp4,FAKE,441,640,480,h264,0.68
170,FaceSwap/170_186.mp4,FAKE,334,1920,1080,h264,2.88
171,FaceSwap/171_173.mp4,FAKE,541,1280,720,h264,2.59
172,FaceSwap/172_582.mp4,FAKE,431,640,480,h264,0.65
173,FaceSwap/173_171.mp4,FAKE,541,1280,720,h264,2.75
174,FaceSwap/174_964.mp4,FAKE,414,1280,720,h264,1.08
175,FaceSwap/175_159.mp4,FAKE,325,640,480,h264,0.71
176,FaceSwap/176_190.mp4,FAKE,331,1920,1080,h264,3.82
177,FaceSwap/177_211.mp4,FAKE,410,854,480,h264,1.23
178,FaceSwap/178_598.mp4,FAKE,521,640,480,h264,0.55
179,FaceSwap/179_212.mp4,FAKE,415,640,480,h264,0.65
180,FaceSwap/180_105.mp4,FAKE,300,640,480,h264,0.69
181,FaceSwap/181_199.mp4,FAKE,368,640,480,h264,0.58
182,FaceSwap/182_242.mp4,FAKE,331,1280,720,h264,1.27
183,FaceSwap/183_253.mp4,FAKE,390,1280,720,h264,1.4
184,FaceSwap/184_205.mp4,FAKE,307,1280,720,h264,0.52
185,FaceSwap/185_276.mp4,FAKE,331,854,480,h264,0.84
186,FaceSwap/186_170.mp4,FAKE,334,1920,1080,h264,5.21
187,FaceSwap/187_234.mp4,FAKE,528,1280,720,h264,2.86
188,FaceSwap/188_191.mp4,FAKE,310,1280,720,h264,1.4
189,FaceSwap/189_200.mp4,FAKE,512,640,480,h264,1.61
190,FaceSwap/190_176.mp4,FAKE,331,1920,1080,h264,2.66
191,FaceSwap/191_188.mp4,FAKE,310,1920,1080,h264,3.26
192,FaceSwap/192_134.mp4,FAKE,287,1280,720,h264,0.93
193,FaceSwap/193_030.mp4,FAKE,297,1920,1080,h264,3.75
194,FaceSwap/194_235.mp4,FAKE,312,640,480,h264,0.58
195,FaceSwap/195_442.mp4,FAKE,333,1280,720,h264,1.26
196,FaceSwap/196_310.mp4,FAKE,375,656,480,h264,0.57
197,FaceSwap/197_224.mp4,FAKE,488,640,480,h264,0.89
